f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16
C,P,C,M,I,B,F,C,F,O,P,O,D,L,I,M
H,N,L,F,O,M,H,I,K,M,H,F,J,C,B,M
K,C,K,B,D,E,K,H,C,E,E,M,E,F,E,F
I,C,B,B,K,F,M,H,F,H,C,F,E,F,L,F
B,F,C,C,C,M,M,H,C,M,C,F,I,F,I,M
K,H,I,B,K,M,M,F,H,M,H,F,K,F,I,F
F,J,C,F,B,H,H,I,F,P,B,A,I,C,C,M
M,L,P,M,F,O,H,I,H,L,K,H,P,H,K,F
I,C,B,B,K,B,J,F,D,N,C,I,E,P,B,F
K,I,B,K,D,H,N,K,H,A,M,H,D,L,D,M
K,D,I,I,K,F,M,I,L,C,C,C,K,F,H,F
F,O,C,C,H,F,F,B,I,L,H,C,B,L,L,F
F,P,F,F,B,H,F,K,L,L,P,B,H,N,M,I
M,A,H,M,I,L,M,M,H,L,B,F,H,L,H,L
L,J,L,F,H,M,B,B,H,O,F,O,B,L,C,P
I,M,B,H,I,M,M,M,C,C,H,L,D,F,H,N
I,M,C,H,H,F,F,D,B,L,C,C,I,P,B,B
B,P,C,M,B,B,F,K,M,P,A,P,K,N,K,C
K,D,K,K,D,C,L,F,I,M,H,F,K,M,H,N
B,I,H,H,K,F,H,M,L,M,B,N,D,L,H,P
B,F,H,C,H,M,C,L,H,M,C,L,B,L,C,B
H,L,M,C,C,L,H,M,H,C,L,M,I,L,L,B
C,O,C,M,H,L,M,I,H,L,H,M,C,M,F,L
B,M,C,H,I,C,F,H,D,M,F,F,F,L,E,F
I,F,B,C,I,M,I,B,C,C,K,M,D,C,K,M
B,M,C,H,H,H,L,K,B,P,F,M,H,P,I,B
L,A,L,M,C,F,L,B,B,O,B,B,H,P,C,C
I,C,H,H,H,M,F,I,I,M,H,F,C,F,H,M
I,M,H,C,H,H,F,I,H,M,M,N,I,L,C,P
B,F,C,C,B,B,O,C,B,N,F,I,E,P,B,M
C,N,C,C,I,H,L,B,I,P,F,H,H,O,K,M
B,P,M,F,H,N,I,D,K,F,K,L,C,B,I,F
K,I,I,D,D,C,N,I,H,A,C,B,D,L,D,M
B,M,H,H,B,F,C,P,E,C,F,F,M,H,E,F
B,F,C,C,M,M,M,I,B,C,C,F,M,M,M,M
C,P,L,F,O,F,C,B,B,M,M,F,N,L,C,F
B,M,H,H,B,M,M,F,H,C,M,A,B,M,B,F
B,H,M,I,B,M,C,K,M,P,C,P,B,F,B,F
C,N,H,C,I,P,I,B,C,P,I,L,I,F,C,A
C,F,F,C,B,F,M,K,M,P,I,F,B,M,B,L
N,G,N,F,C,M,P,B,H,B,H,P,P,N,K,M
K,B,B,I,K,F,K,K,K,M,K,F,K,C,K,M
P,A,O,F,H,B,L,I,B,A,P,L,C,F,E,M
M,F,F,C,I,B,F,H,F,P,P,L,I,L,K,C
H,L,C,B,I,O,I,B,K,N,K,L,C,I,D,L
B,M,H,H,B,L,M,H,F,M,C,H,K,F,C,L
B,N,C,F,H,M,M,I,F,H,C,F,I,F,C,M
I,I,B,K,K,M,M,C,M,M,C,H,K,F,I,M
B,P,H,M,K,M,M,H,B,M,C,F,I,F,B,F
K,B,I,I,D,H,N,B,B,P,F,I,E,P,I,C
B,L,H,M,I,L,C,E,M,A,H,L,E,F,D,F
B,F,C,C,B,P,F,I,M,P,D,M,I,C,B,P
K,L,B,C,D,H,J,D,C,L,N,M,E,F,E,F
I,C,B,H,B,H,C,I,H,M,C,N,B,P,C,L
B,L,H,C,I,F,M,B,L,C,C,C,I,F,C,M
M,F,H,N,B,M,C,C,H,P,M,M,I,L,L,M
L,A,F,M,B,H,L,B,C,I,B,N,C,P,K,M
I,H,B,C,B,F,M,M,I,F,C,L,K,L,I,F
I,M,H,H,I,L,C,K,M,N,H,F,K,L,H,N
I,K,B,B,D,H,K,M,F,D,I,K,D,C,D,H
B,L,C,C,B,F,P,K,D,C,P,F,I,P,I,L
B,C,H,B,I,N,M,B,H,P,D,B,H,L,D,M
B,L,C,M,I,M,M,I,C,G,C,N,D,C,D,M
K,D,B,K,D,L,K,K,D,F,K,F,K,C,K,M
C,N,L,F,C,L,L,B,M,F,I,F,I,C,H,N
H,M,M,C,C,H,F,I,H,M,F,N,M,L,I,F
K,H,B,B,K,C,B,D,F,F,K,P,E,M,K,F
B,C,B,B,K,C,O,F,I,M,I,L,K,M,H,N
K,I,I,K,D,F,M,C,B,L,C,L,K,F,I,F
B,H,B,C,B,F,L,H,D,M,F,N,K,L,H,F
I,I,H,K,K,M,M,K,M,P,H,P,I,F,I,F
I,I,I,B,D,D,E,C,C,E,D,H,E,F,E,F
C,L,C,M,B,I,O,K,I,L,N,F,K,P,D,F
I,I,B,K,K,M,F,H,C,C,L,L,H,P,E,M
B,L,B,C,B,B,O,M,D,P,C,B,D,P,I,F
K,M,I,H,D,L,C,I,M,O,B,L,E,M,K,C
I,C,B,B,B,C,L,H,B,F,C,F,K,L,M,O
K,I,I,K,D,H,O,I,B,A,M,I,D,L,D,M
H,M,C,L,C,F,M,C,I,F,M,L,I,L,C,L
H,L,C,M,H,F,F,F,B,M,M,F,I,F,I,M
K,K,D,B,D,M,M,D,M,M,C,F,E,F,I,F
C,P,M,F,H,C,M,M,M,H,M,P,K,M,B,F
M,A,C,M,I,O,H,K,C,O,I,C,K,P,B,O
B,F,C,C,M,M,F,H,I,M,F,F,H,F,I,F
C,N,H,C,I,N,B,I,B,P,K,M,B,M,B,L
B,L,H,M,I,I,M,C,N,M,C,G,E,F,M,M
I,H,B,B,I,F,M,I,L,C,C,F,K,F,C,F
B,M,C,C,C,C,F,I,I,F,M,F,H,O,L,L
K,I,I,D,K,F,F,I,H,P,C,F,I,F,K,F
C,P,F,M,M,M,M,H,C,M,M,F,M,M,I,F
I,P,H,M,B,N,I,K,K,L,K,P,I,M,I,F
B,N,B,F,I,I,M,C,P,M,C,J,E,F,F,M
D,E,K,E,E,M,M,C,B,M,C,F,K,F,I,F
D,F,K,C,K,M,M,E,M,M,C,F,E,F,K,F
D,E,K,E,D,C,P,M,K,M,H,F,K,M,B,L
H,F,M,C,C,F,H,M,H,M,C,C,B,F,C,P
B,L,C,C,H,L,F,I,C,L,I,F,I,C,B,N
K,I,B,K,D,M,I,D,C,F,K,P,D,C,I,F
I,B,B,C,K,I,M,F,I,M,C,N,B,F,K,N
M,N,M,L,H,H,O,B,M,O,L,B,K,O,K,B
H,F,M,M,C,M,M,B,H,C,M,F,M,F,K,M
C,N,F,F,F,F,C,F,I,C,F,L,H,H,F,L
B,F,C,C,B,F,C,K,L,N,B,P,K,M,M,L
H,M,M,H,C,C,F,I,B,F,M,L,C,L,H,H
C,P,L,F,B,I,L,B,B,N,N,P,C,M,D,F
K,M,B,H,I,A,I,I,K,P,D,F,K,C,K,F
B,P,B,M,K,M,C,G,D,M,F,F,I,F,E,F
I,N,H,F,D,H,P,I,K,L,A,F,D,N,E,F
B,P,C,F,C,M,M,K,C,M,C,F,I,L,C,F
I,H,H,B,K,B,P,D,F,P,P,H,I,N,H,I
B,L,C,M,B,L,F,I,C,L,I,F,I,C,B,N
C,P,L,M,H,F,H,M,M,F,C,M,K,M,H,C
I,L,H,M,C,L,F,I,I,F,B,C,B,F,C,B
H,F,M,C,H,F,M,C,C,F,C,F,I,F,C,N
K,I,K,D,D,F,M,C,B,L,C,F,K,F,I,F
F,N,C,C,B,L,M,C,M,P,B,F,C,C,C,P
K,I,B,K,K,M,L,K,C,A,C,H,K,L,K,M
L,N,L,F,C,H,F,E,L,F,L,H,B,A,M,I
D,B,E,C,E,M,M,B,B,M,C,F,E,F,E,F
B,L,B,M,I,E,K,B,C,D,E,F,E,F,E,F
M,N,L,F,C,L,M,H,M,F,B,C,I,M,C,N
B,P,C,F,I,H,N,I,H,P,O,L,I,P,D,F
C,P,H,F,K,B,A,I,M,O,P,B,E,P,D,H
C,P,C,H,I,M,M,I,C,P,F,L,C,N,I,M
D,I,E,K,E,M,M,D,M,M,C,F,E,F,K,F
K,H,B,B,I,F,M,I,H,P,H,C,K,F,B,L
B,H,C,M,H,P,H,I,H,M,I,C,I,M,C,M
B,P,C,M,K,H,B,I,K,H,D,M,I,M,I,M
B,L,C,C,I,L,L,K,C,J,H,B,D,P,I,P
I,M,H,H,I,H,L,C,B,M,M,L,H,L,D,M
K,F,K,C,D,A,I,F,B,A,I,N,D,C,E,F
H,H,C,F,I,M,M,B,G,L,C,F,E,F,F,F
K,I,I,K,D,P,K,K,D,L,K,L,D,C,K,F
H,H,F,B,B,P,H,I,H,L,I,M,P,M,I,L
C,L,F,M,H,M,M,I,L,N,F,L,K,F,B,F
B,B,H,M,I,M,M,G,K,B,C,F,C,F,E,F
B,F,B,C,B,M,M,M,B,P,C,F,I,F,I,C
B,M,B,H,I,M,M,M,B,L,M,P,I,F,I,L
B,C,H,C,C,M,F,H,H,M,C,F,C,F,C,C
B,C,H,M,C,M,L,H,B,F,C,M,B,P,L,M
I,C,H,H,B,N,H,I,I,P,I,F,B,C,C,O
I,H,B,B,K,C,M,C,C,P,M,N,K,L,B,L
B,M,C,H,C,C,C,H,H,M,M,N,P,H,K,L
K,B,I,I,D,F,C,I,C,J,H,L,E,M,E,F
H,N,L,L,M,C,F,K,C,M,C,L,C,H,F,M
H,P,M,M,B,C,F,H,K,M,F,F,L,L,E,F
H,L,F,C,C,L,H,K,H,F,D,C,I,M,B,M
I,I,I,B,I,C,M,L,C,M,C,M,K,F,F,P
K,D,K,D,K,F,F,H,H,M,C,F,I,F,K,M
I,M,B,C,K,F,M,F,C,C,H,L,I,F,B,F
B,M,H,H,I,C,M,C,F,M,C,N,D,L,B,L
B,C,K,L,K,O,H,K,B,L,H,M,K,L,B,N
B,M,C,H,I,P,D,I,I,L,K,F,I,C,B,L
B,F,B,C,K,B,N,B,B,P,N,M,I,P,D,F
H,P,H,M,M,C,M,F,H,M,C,M,K,F,M,P
C,P,F,M,C,M,L,I,C,O,M,C,I,L,K,M
H,F,F,C,B,C,F,D,F,P,L,L,I,F,I,M
K,B,I,I,D,C,P,K,H,A,M,H,D,P,D,M
D,M,E,H,D,M,M,H,I,M,C,F,E,F,E,F
I,H,B,H,I,F,M,M,B,C,C,L,K,F,B,L
D,I,K,K,D,C,N,I,B,F,P,M,K,N,E,M
I,F,H,C,I,O,K,I,K,P,K,L,K,C,I,F
K,H,I,I,K,M,M,H,L,C,C,F,K,F,M,F
K,M,B,H,H,F,F,I,B,C,C,L,H,N,C,H
B,F,C,C,C,M,M,C,C,M,C,L,I,F,I,F
K,M,I,B,D,M,M,B,B,M,C,F,I,F,B,F
D,E,K,D,E,H,M,M,D,M,C,N,I,F,K,N
B,L,C,M,B,L,M,E,F,L,B,F,K,F,I,F
K,N,K,F,B,M,M,E,C,M,C,F,E,L,I,F
B,L,C,M,F,F,L,I,H,H,M,F,H,L,F,M
I,L,B,M,B,H,P,D,M,P,L,M,D,P,I,C
K,H,I,B,K,C,M,H,H,L,M,P,K,L,B,L
I,C,B,B,K,L,N,K,L,H,N,F,D,P,D,F
K,C,B,B,B,F,M,B,K,F,M,F,H,P,B,M
I,C,B,L,F,F,F,B,E,F,M,M,H,L,B,M
I,H,H,M,B,L,B,I,H,M,I,C,I,F,M,C
P,J,M,F,B,C,F,H,B,M,B,C,H,L,H,M
M,A,C,M,H,P,B,B,C,N,B,F,I,F,F,N
M,N,L,F,N,F,F,H,I,F,H,F,C,F,A,F
B,P,C,M,F,M,M,I,H,C,M,P,C,P,M,B
D,H,K,B,D,M,M,E,M,A,C,F,E,F,D,F
I,H,H,B,H,F,F,B,B,F,B,M,C,M,H,B
I,M,I,H,D,E,D,C,C,E,E,C,E,F,E,F
D,H,E,M,E,M,M,B,B,M,C,F,E,F,E,F
I,M,H,H,I,L,N,K,K,B,P,F,K,O,D,F
K,H,B,I,I,L,C,B,C,P,B,C,K,F,I,F
K,I,I,K,D,M,P,B,B,O,H,I,D,P,K,F
H,H,C,M,I,M,M,G,K,B,C,F,C,F,E,F
I,L,H,M,B,M,M,C,L,C,B,L,K,F,C,L
K,E,K,E,E,M,H,P,B,M,A,F,I,P,E,F
B,H,M,B,B,M,N,I,K,C,L,F,F,N,D,F
D,D,K,D,D,C,M,F,C,C,C,C,K,F,I,F
B,F,M,C,M,P,C,D,H,L,C,C,H,P,B,C
H,F,C,C,H,F,F,F,H,C,M,L,I,M,B,C
I,F,H,C,I,H,M,H,M,C,C,N,I,F,H,L
K,H,H,I,K,M,F,K,L,O,C,F,D,L,H,F
D,E,D,D,D,H,M,H,F,M,C,O,E,F,C,L
B,N,H,F,B,M,F,F,F,F,B,C,K,C,L,F
C,M,C,H,B,C,N,B,K,F,M,C,C,O,K,H
I,H,H,M,K,M,M,I,D,C,E,F,I,M,D,F
I,B,B,C,K,C,M,M,L,F,H,A,D,L,B,L
I,K,H,I,K,M,F,H,M,H,L,L,H,P,D,M
H,P,H,M,B,M,H,A,H,M,O,F,I,L,E,F
B,M,H,H,B,M,M,F,C,M,C,C,I,F,B,F
B,F,H,C,I,C,A,F,B,M,K,L,I,M,C,P
C,P,M,F,H,C,C,C,H,L,C,O,B,F,H,F
C,F,M,C,B,B,F,H,M,L,F,L,I,L,K,H
B,P,H,M,I,H,P,P,I,L,C,B,K,P,B,F
H,H,H,F,I,M,M,G,K,B,C,F,C,F,E,F
K,I,I,B,K,F,F,H,K,F,F,P,K,L,B,F
D,I,I,K,K,C,F,K,M,N,M,L,K,F,B,L
C,N,F,F,L,C,C,I,C,F,M,O,H,L,L,F
D,D,K,D,E,F,B,K,E,M,D,F,K,M,D,F
C,O,C,C,H,F,C,I,C,P,H,M,H,F,F,C
D,E,D,E,E,K,K,H,B,D,K,C,E,F,E,F
I,L,B,C,I,M,M,E,M,A,C,F,E,F,D,F
D,E,K,D,E,M,B,K,E,M,K,F,K,M,D,F
I,B,B,I,K,M,M,H,H,C,H,C,K,M,B,F
B,M,H,H,I,M,M,B,F,N,H,M,K,F,H,F
D,E,K,E,E,M,J,D,B,M,P,F,E,F,E,F
I,H,B,B,I,F,M,M,B,L,C,F,K,F,I,M
B,C,C,L,I,F,M,L,C,C,C,L,I,F,H,L
I,H,B,I,K,B,P,D,M,P,P,C,D,N,I,B
F,P,N,F,H,B,F,B,L,O,O,N,I,F,B,H
B,F,B,H,K,M,H,G,D,M,F,F,I,F,E,F
I,C,H,B,M,L,M,B,K,M,C,F,F,N,D,C
I,H,B,B,I,M,M,M,M,C,C,H,K,F,I,M
B,N,B,F,I,I,F,C,P,M,C,G,E,F,M,M
B,H,H,B,I,M,M,F,H,M,C,F,K,F,I,F
B,C,M,B,C,M,F,I,B,F,M,M,C,L,H,B
I,C,H,B,B,F,M,H,K,M,C,L,B,F,M,P
B,B,B,C,K,I,C,F,K,M,C,N,B,F,K,N
K,B,B,I,K,F,M,B,C,P,B,H,K,F,K,F
H,L,H,B,B,L,M,B,C,P,K,C,H,H,H,C
K,I,B,K,D,L,M,I,M,N,B,F,D,F,B,P
I,K,B,B,K,B,B,B,M,K,D,C,E,M,D,C
P,J,O,F,M,L,I,I,K,L,I,P,N,E,K,F
H,M,F,H,H,M,M,I,C,P,M,F,I,L,I,M
D,E,D,D,E,M,M,K,L,L,C,F,E,F,C,F
H,H,M,F,P,M,H,C,K,C,C,F,N,P,L,A
B,M,H,H,K,M,I,J,C,M,A,F,I,L,E,F
M,F,P,C,M,N,C,K,H,L,I,C,L,F,K,L
I,L,H,M,I,M,L,B,K,M,A,F,K,P,E,F
H,F,C,M,H,H,M,I,F,F,M,P,I,B,F,H
E,E,D,E,E,O,B,B,I,O,B,P,E,M,E,F
H,L,H,H,K,H,L,B,B,A,L,M,K,L,I,M
B,F,B,C,B,L,M,H,L,M,H,C,D,M,M,F
K,I,B,K,K,F,L,K,C,A,H,B,D,L,K,F
I,L,B,M,I,N,C,I,C,O,K,F,D,C,K,C
H,P,M,F,H,C,C,M,C,C,C,P,K,F,H,F
K,C,I,B,K,I,B,I,F,K,D,F,E,M,D,C
I,L,B,C,K,L,A,E,C,C,P,F,E,F,E,F
B,F,B,C,B,H,M,L,C,C,H,H,K,F,I,F
I,B,B,I,I,M,N,K,K,M,L,F,C,N,D,F
K,D,K,K,D,F,M,C,H,M,M,F,K,L,F,F
I,D,B,I,I,M,C,C,B,C,M,M,F,C,K,M
B,H,B,M,K,M,H,J,H,M,J,F,I,L,E,F
B,M,C,H,B,M,M,I,C,P,H,L,I,F,I,L
H,M,C,H,I,B,L,D,F,P,P,C,D,P,I,B
I,H,B,M,K,M,M,B,A,P,C,F,E,F,F,F
H,H,C,B,B,M,C,C,H,C,M,L,L,C,K,F
I,H,B,F,C,L,P,I,I,C,F,L,I,O,C,C
I,H,H,I,K,M,L,K,C,A,C,H,B,L,I,M
C,L,F,M,B,F,C,I,N,O,H,P,D,F,C,F
B,P,C,F,B,M,F,I,L,C,H,C,B,P,F,C
H,N,C,F,I,M,P,D,I,M,O,F,D,N,E,F
B,B,B,C,K,F,H,J,H,C,A,F,I,L,E,F
L,P,F,F,B,I,P,B,M,A,O,C,K,N,I,C
H,L,M,M,M,M,M,I,M,M,M,N,H,P,F,L
D,I,K,K,D,M,M,D,F,N,C,F,D,F,H,F
B,L,H,M,K,F,H,A,H,C,J,F,I,L,E,F
B,F,H,C,B,M,M,M,M,M,C,B,I,F,I,M
H,O,H,C,I,L,F,K,H,O,B,H,K,P,H,N
B,L,C,M,C,M,F,F,B,C,C,L,I,M,F,H
P,J,F,F,B,F,P,C,H,C,P,H,C,A,B,M
B,L,H,B,K,M,F,I,I,O,L,L,H,L,E,F
I,C,I,B,I,C,F,L,C,M,C,M,K,F,F,P
C,M,C,L,H,M,P,H,I,M,P,N,B,P,M,F
B,F,B,C,B,F,F,H,M,H,H,M,E,F,F,F
I,M,B,H,I,F,C,N,D,C,L,F,M,C,E,F
M,J,C,F,B,F,F,K,C,A,B,H,K,F,C,L
C,P,M,M,H,F,C,F,C,P,C,L,B,F,H,H
H,L,C,C,C,M,M,H,H,M,H,F,C,C,C,N
I,C,I,B,D,K,A,H,I,N,L,C,E,F,I,C
H,C,H,B,B,B,P,K,I,L,L,M,M,N,K,C
B,C,H,B,H,M,M,I,C,M,M,N,B,L,M,F
B,F,H,C,H,F,H,N,D,C,L,F,F,H,D,C
F,M,C,P,B,L,M,C,C,B,P,M,H,P,I,M
C,L,C,M,B,M,F,F,H,P,M,F,I,F,I,F
I,F,H,C,K,H,F,M,F,P,P,L,I,L,D,F
M,P,M,H,I,I,L,K,D,L,P,F,F,O,D,C
K,M,I,B,E,M,N,D,I,F,O,F,D,N,E,F
I,L,I,M,D,E,D,H,C,E,E,M,E,F,E,F
K,I,I,K,D,M,P,B,I,O,H,I,D,P,K,F
K,P,I,F,D,O,I,P,I,A,C,A,D,C,E,F
C,P,B,H,I,C,L,M,B,L,M,P,H,P,H,M
B,M,B,H,K,B,J,F,D,N,C,I,E,P,B,F
B,M,H,H,B,C,M,F,M,M,M,H,I,F,I,M
H,C,F,B,H,L,C,I,H,L,H,M,F,C,K,F
K,D,I,K,K,M,M,H,H,C,C,P,K,L,I,L
I,L,H,C,H,L,H,I,H,M,C,H,C,C,H,C
I,M,I,B,K,H,P,F,B,M,B,F,I,M,H,N
K,B,I,K,K,M,F,H,B,M,C,C,B,F,D,C
I,H,H,I,K,F,L,I,B,O,B,I,D,P,I,F
H,F,M,O,N,F,F,B,K,M,F,L,B,N,F,F
D,E,D,D,D,M,M,C,B,C,C,M,D,F,C,L
H,P,H,F,B,B,M,M,I,M,C,O,I,F,I,N
C,P,L,M,H,H,P,B,P,N,P,C,D,L,C,H
B,F,H,C,B,I,B,B,M,K,E,F,E,C,D,C
C,N,L,F,M,F,P,B,B,O,H,I,D,P,I,F
H,L,M,C,B,B,P,I,B,L,P,L,H,F,D,F
D,D,D,D,D,B,M,H,F,M,C,A,E,F,C,L
D,D,I,D,D,F,N,D,C,C,N,F,D,N,D,F
D,D,K,D,D,M,M,I,M,C,C,F,K,F,H,F
F,O,F,C,B,P,C,I,L,L,K,H,B,C,B,P
K,D,I,K,K,M,L,H,C,M,L,L,I,L,D,F
I,M,H,H,H,C,C,I,B,M,C,L,H,M,M,L
K,D,I,K,K,F,M,H,C,M,C,H,K,F,C,L
B,B,H,K,I,B,N,I,K,L,L,M,C,N,D,C
B,L,C,M,I,C,O,I,B,F,O,F,I,P,D,L
B,P,H,M,B,M,M,F,H,C,B,M,I,L,B,L
F,J,M,F,H,F,C,B,I,L,C,F,B,L,F,F
P,A,P,F,H,H,L,K,K,M,P,M,L,O,D,C
F,N,N,F,C,O,M,I,C,P,E,I,M,N,K,F
C,L,F,M,B,H,N,D,C,A,M,B,D,P,K,M
B,H,H,M,M,L,F,C,I,M,M,M,C,P,C,B
H,N,H,F,I,E,D,H,C,E,E,M,E,F,E,F
B,F,H,C,K,M,C,C,L,H,C,P,E,L,L,F
K,C,I,B,K,L,B,K,E,F,K,F,K,C,D,F
K,K,B,I,K,F,K,K,K,F,K,F,K,C,I,M
K,B,I,I,D,P,K,K,D,F,K,L,D,C,D,F
H,C,M,F,F,P,L,C,E,H,M,P,M,A,H,N
D,I,K,K,D,P,K,K,D,L,K,L,D,C,K,F
H,P,C,F,B,M,M,B,B,M,C,F,I,F,B,F
K,B,B,H,D,H,H,I,D,H,D,F,K,M,K,M
C,F,C,C,B,I,L,K,C,P,N,M,K,N,K,H
I,F,B,C,K,H,F,M,M,F,F,J,K,P,B,P
I,B,I,M,D,E,D,H,C,E,E,M,E,F,E,F
I,P,H,M,D,M,O,D,B,M,O,F,E,P,E,F
I,M,B,H,K,F,C,K,C,J,H,L,E,M,E,M
I,I,H,K,K,P,C,K,F,N,I,M,K,F,I,L
I,F,I,C,K,K,F,C,P,M,C,G,E,F,C,M
H,F,M,C,H,H,F,I,C,P,F,L,I,F,I,C
I,P,B,M,K,I,M,C,N,M,C,G,E,F,M,M
I,M,B,H,K,F,M,M,M,C,C,P,K,M,H,N
C,L,L,F,N,M,M,B,I,C,C,F,P,L,H,H
B,K,H,I,I,H,M,B,F,M,C,N,I,F,H,L
B,C,H,F,H,M,L,H,I,F,L,L,B,P,C,M
M,L,F,C,B,B,F,C,F,P,P,L,I,L,K,H
I,H,C,B,B,L,C,I,C,P,B,M,I,F,I,F
C,L,L,M,C,F,F,B,D,M,L,F,M,N,E,F
E,E,E,E,E,M,M,B,B,M,C,F,E,F,E,F
K,K,I,K,K,F,M,C,B,C,H,L,K,L,I,L
B,L,C,M,B,O,K,I,I,P,K,L,K,C,B,F
K,M,B,B,D,F,G,D,H,C,N,F,E,F,E,F
I,C,B,B,I,M,F,M,H,F,H,M,I,M,H,N
H,L,F,M,M,L,M,I,M,N,B,M,I,M,H,L
H,P,M,F,H,H,L,C,F,F,P,L,I,L,D,F
I,C,B,B,I,M,F,F,M,F,M,I,I,F,I,M
B,B,F,I,B,M,C,I,B,L,F,L,F,C,K,F
B,M,B,H,I,B,O,K,K,L,N,F,I,N,D,M
C,M,F,N,F,P,J,H,D,I,F,O,H,G,H,P
B,C,C,B,I,M,M,D,F,P,M,L,I,F,I,M
D,I,K,K,D,F,P,D,C,H,P,F,D,N,D,F
D,E,K,D,E,F,M,C,I,C,C,L,K,F,I,F
K,B,I,I,K,C,F,H,B,M,M,M,H,L,D,C
H,N,M,L,B,L,M,K,C,J,I,M,E,M,E,M
K,I,K,K,D,B,H,K,M,I,K,F,E,M,D,C
I,B,B,C,D,M,G,D,C,M,N,F,E,F,E,F
I,B,B,I,I,F,C,C,B,C,M,F,M,C,K,F
B,C,H,M,H,F,F,H,M,M,H,F,I,L,L,F
H,F,C,C,H,F,M,C,L,M,C,H,C,F,I,M
H,M,H,H,K,B,N,I,I,L,N,M,I,P,D,M
D,L,D,C,K,M,M,E,M,M,C,F,E,F,I,F
I,M,H,H,D,M,F,B,K,M,J,F,I,P,E,F
C,C,C,B,B,I,N,K,I,P,P,F,M,N,K,C
B,P,C,M,F,F,F,I,H,H,M,P,C,O,F,F
K,N,I,F,K,A,I,C,B,A,K,P,E,M,E,F
K,F,I,C,I,M,M,M,H,M,C,F,K,L,F,F
H,L,C,M,M,F,F,F,B,C,C,F,I,F,F,B
B,C,H,B,I,C,C,M,C,C,C,F,K,F,B,P
B,H,H,I,I,I,P,K,K,P,P,F,C,N,D,M
K,D,I,K,D,C,M,H,H,C,C,L,K,L,B,F
B,M,C,H,I,N,C,B,H,P,D,H,H,L,D,M
B,M,C,H,I,M,F,B,D,M,F,F,F,L,E,F
K,D,K,D,D,H,N,M,K,L,C,B,D,L,I,F
H,L,M,C,B,C,F,C,M,M,P,P,I,L,D,F
D,E,D,E,E,F,M,C,B,M,C,F,K,F,K,F
D,E,K,D,D,F,M,C,B,C,C,L,K,F,I,F
B,H,C,M,D,M,O,K,I,M,O,F,D,P,E,F
K,D,K,D,D,B,M,H,F,M,C,A,E,F,M,L
B,F,C,M,M,F,F,H,B,M,C,F,M,M,P,B
I,H,H,I,K,M,M,D,F,P,C,F,K,F,I,F
K,M,I,H,I,I,F,H,L,M,C,A,E,F,C,L
D,I,K,K,D,F,M,H,F,C,C,M,D,F,M,F
K,C,B,B,K,L,B,D,M,P,I,P,E,M,K,P
L,J,F,F,B,P,N,C,C,I,C,L,H,P,I,C
I,I,B,H,K,F,M,L,M,M,H,L,I,F,B,F
H,L,C,B,B,M,L,K,I,M,F,C,F,N,K,M
I,F,H,C,B,C,P,I,C,P,L,H,H,P,I,C
H,L,B,B,I,M,F,I,I,F,C,C,I,L,F,M
B,H,B,F,B,C,L,P,M,M,H,M,K,F,L,P
B,P,M,F,B,J,I,B,I,O,E,F,K,C,K,L
C,O,C,M,B,F,F,I,B,P,H,H,I,L,M,F
F,A,C,F,H,M,M,B,B,P,C,L,I,L,F,N
B,P,H,F,K,M,M,B,G,L,C,F,E,F,F,F
I,P,B,F,H,C,F,H,L,M,M,L,K,L,M,F
C,C,F,L,B,F,C,F,F,C,H,F,I,F,B,F
H,L,B,B,K,M,C,B,H,B,F,M,H,F,K,M
C,F,F,N,O,F,F,B,K,M,F,L,B,O,L,F
C,N,F,F,P,M,M,B,B,C,C,L,F,F,F,F
B,C,C,F,F,P,F,I,I,C,F,M,C,P,C,B
C,L,F,F,L,C,F,K,H,M,M,P,B,H,F,M
K,B,K,K,D,H,P,B,B,P,F,B,D,P,I,M
K,M,I,H,I,F,M,M,C,M,F,L,K,P,F,F
B,P,H,F,K,M,H,J,H,M,G,F,I,L,E,F
H,L,H,H,I,H,F,B,C,L,C,C,B,P,C,H
I,C,H,F,D,H,J,D,C,L,N,M,E,F,E,F
C,A,H,F,B,C,F,H,B,L,F,P,B,L,P,F
I,C,H,B,I,F,M,K,P,N,H,L,D,F,C,L
H,L,C,M,C,F,F,M,C,F,M,I,H,F,B,L
H,H,C,M,I,C,N,L,I,M,I,F,I,M,C,N
M,N,P,F,H,C,N,K,M,J,M,B,D,P,K,M
I,B,B,M,K,I,M,M,I,M,M,N,I,F,I,P
H,F,M,C,C,F,C,M,M,M,M,M,I,F,I,F
I,K,H,I,K,C,K,K,K,H,K,F,K,C,K,C
D,E,D,E,E,F,M,H,B,C,H,L,D,F,B,P
C,F,C,C,B,B,L,D,F,P,P,C,E,P,I,B
L,J,F,F,C,M,N,I,B,O,C,B,C,F,L,H
H,P,M,F,B,F,B,K,C,M,M,M,D,P,B,M
H,H,M,B,C,M,L,B,B,C,B,F,M,M,H,M
K,B,B,K,K,L,M,I,H,N,H,M,K,M,B,L
F,P,F,F,H,I,F,H,M,P,P,L,I,L,K,C
C,M,H,P,B,F,H,H,B,N,C,M,I,L,P,M
C,N,L,L,H,O,M,B,H,P,E,B,C,F,K,F
K,C,K,B,D,E,K,H,C,E,E,M,E,F,E,F
